Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,IT,Italy,EURO,0,0,0,0
2020-01-04,IT,Italy,EURO,0,0,0,0
2020-01-05,IT,Italy,EURO,0,0,0,0
2020-01-06,IT,Italy,EURO,0,0,0,0
2020-01-07,IT,Italy,EURO,0,0,0,0
2020-01-08,IT,Italy,EURO,0,0,0,0
2020-01-09,IT,Italy,EURO,0,0,0,0
2020-01-10,IT,Italy,EURO,0,0,0,0
2020-01-11,IT,Italy,EURO,0,0,0,0
2020-01-12,IT,Italy,EURO,0,0,0,0
2020-01-13,IT,Italy,EURO,0,0,0,0
2020-01-14,IT,Italy,EURO,0,0,0,0
2020-01-15,IT,Italy,EURO,0,0,0,0
2020-01-16,IT,Italy,EURO,0,0,0,0
2020-01-17,IT,Italy,EURO,0,0,0,0
2020-01-18,IT,Italy,EURO,0,0,0,0
2020-01-19,IT,Italy,EURO,0,0,0,0
2020-01-20,IT,Italy,EURO,0,0,0,0
2020-01-21,IT,Italy,EURO,0,0,0,0
2020-01-22,IT,Italy,EURO,0,0,0,0
2020-01-23,IT,Italy,EURO,0,0,0,0
2020-01-24,IT,Italy,EURO,0,0,0,0
2020-01-25,IT,Italy,EURO,0,0,0,0
2020-01-26,IT,Italy,EURO,0,0,0,0
2020-01-27,IT,Italy,EURO,0,0,0,0
2020-01-28,IT,Italy,EURO,0,0,0,0
2020-01-29,IT,Italy,EURO,0,0,0,0
2020-01-30,IT,Italy,EURO,0,0,0,0
2020-01-31,IT,Italy,EURO,3,3,0,0
2020-02-01,IT,Italy,EURO,0,3,0,0
2020-02-02,IT,Italy,EURO,0,3,0,0
2020-02-03,IT,Italy,EURO,0,3,0,0
2020-02-04,IT,Italy,EURO,0,3,0,0
2020-02-05,IT,Italy,EURO,0,3,0,0
2020-02-06,IT,Italy,EURO,0,3,0,0
2020-02-07,IT,Italy,EURO,0,3,0,0
2020-02-08,IT,Italy,EURO,0,3,0,0
2020-02-09,IT,Italy,EURO,0,3,0,0
2020-02-10,IT,Italy,EURO,0,3,0,0
2020-02-11,IT,Italy,EURO,0,3,0,0
2020-02-12,IT,Italy,EURO,0,3,0,0
2020-02-13,IT,Italy,EURO,0,3,0,0
2020-02-14,IT,Italy,EURO,0,3,0,0
2020-02-15,IT,Italy,EURO,0,3,0,0
2020-02-16,IT,Italy,EURO,0,3,0,0
2020-02-17,IT,Italy,EURO,0,3,0,0
2020-02-18,IT,Italy,EURO,0,3,0,0
2020-02-19,IT,Italy,EURO,0,3,0,0
2020-02-20,IT,Italy,EURO,0,3,0,0
2020-02-21,IT,Italy,EURO,0,3,0,0
2020-02-22,IT,Italy,EURO,14,17,0,0
2020-02-23,IT,Italy,EURO,62,79,2,2
2020-02-24,IT,Italy,EURO,53,132,1,3
2020-02-25,IT,Italy,EURO,97,229,4,7
2020-02-26,IT,Italy,EURO,93,322,3,10
2020-02-27,IT,Italy,EURO,78,400,2,12
2020-02-28,IT,Italy,EURO,250,650,5,17
2020-02-29,IT,Italy,EURO,238,888,4,21
2020-03-01,IT,Italy,EURO,240,1128,8,29
2020-03-02,IT,Italy,EURO,566,1694,5,34
2020-03-03,IT,Italy,EURO,342,2036,18,52
2020-03-04,IT,Italy,EURO,466,2502,27,79
2020-03-05,IT,Italy,EURO,587,3089,28,107
2020-03-06,IT,Italy,EURO,769,3858,41,148
2020-03-07,IT,Italy,EURO,778,4636,49,197
2020-03-08,IT,Italy,EURO,1247,5883,36,233
2020-03-09,IT,Italy,EURO,1492,7375,133,366
2020-03-10,IT,Italy,EURO,1797,9172,97,463
2020-03-11,IT,Italy,EURO,977,10149,168,631
2020-03-12,IT,Italy,EURO,2313,12462,196,827
2020-03-13,IT,Italy,EURO,2651,15113,189,1016
2020-03-14,IT,Italy,EURO,2547,17660,250,1266
2020-03-15,IT,Italy,EURO,3497,21157,175,1441
2020-03-16,IT,Italy,EURO,3590,24747,368,1809
2020-03-17,IT,Italy,EURO,3233,27980,349,2158
2020-03-18,IT,Italy,EURO,3526,31506,345,2503
2020-03-19,IT,Italy,EURO,4207,35713,475,2978
2020-03-20,IT,Italy,EURO,5322,41035,427,3405
2020-03-21,IT,Italy,EURO,5986,47021,627,4032
2020-03-22,IT,Italy,EURO,6557,53578,793,4825
2020-03-23,IT,Italy,EURO,5560,59138,651,5476
2020-03-24,IT,Italy,EURO,4789,63927,601,6077
2020-03-25,IT,Italy,EURO,5249,69176,743,6820
2020-03-26,IT,Italy,EURO,5210,74386,683,7503
2020-03-27,IT,Italy,EURO,6153,80539,662,8165
2020-03-28,IT,Italy,EURO,5959,86498,969,9134
2020-03-29,IT,Italy,EURO,5974,92472,889,10023
2020-03-30,IT,Italy,EURO,5217,97689,756,10779
2020-03-31,IT,Italy,EURO,4050,101739,812,11591
2020-04-01,IT,Italy,EURO,4053,105792,837,12428
2020-04-02,IT,Italy,EURO,4782,110574,727,13155
2020-04-03,IT,Italy,EURO,4668,115242,760,13915
2020-04-04,IT,Italy,EURO,4585,119827,766,14681
2020-04-05,IT,Italy,EURO,4805,124632,681,15362
2020-04-06,IT,Italy,EURO,4316,128948,525,15887
2020-04-07,IT,Italy,EURO,3599,132547,636,16523
2020-04-08,IT,Italy,EURO,3039,135586,604,17127
2020-04-09,IT,Italy,EURO,3836,139422,542,17669
2020-04-10,IT,Italy,EURO,4204,143626,610,18279
2020-04-11,IT,Italy,EURO,3951,147577,570,18849
2020-04-12,IT,Italy,EURO,4694,152271,619,19468
2020-04-13,IT,Italy,EURO,4092,156363,431,19899
2020-04-14,IT,Italy,EURO,3153,159516,566,20465
2020-04-15,IT,Italy,EURO,2972,162488,602,21067
2020-04-16,IT,Italy,EURO,2667,165155,578,21645
2020-04-17,IT,Italy,EURO,3786,168941,525,22170
2020-04-18,IT,Italy,EURO,3493,172434,575,22745
2020-04-19,IT,Italy,EURO,3491,175925,482,23227
2020-04-20,IT,Italy,EURO,3047,178972,433,23660
2020-04-21,IT,Italy,EURO,2256,181228,454,24114
2020-04-22,IT,Italy,EURO,2729,183957,534,24648
2020-04-23,IT,Italy,EURO,3370,187327,437,25085
2020-04-24,IT,Italy,EURO,2646,189973,464,25549
2020-04-25,IT,Italy,EURO,3021,192994,420,25969
2020-04-26,IT,Italy,EURO,2357,195351,415,26384
2020-04-27,IT,Italy,EURO,2324,197675,260,26644
2020-04-28,IT,Italy,EURO,1739,199414,333,26977
2020-04-29,IT,Italy,EURO,2091,201505,382,27359
2020-04-30,IT,Italy,EURO,2086,203591,323,27682
2020-05-01,IT,Italy,EURO,1872,205463,285,27967
2020-05-02,IT,Italy,EURO,1965,207428,269,28236
2020-05-03,IT,Italy,EURO,1900,209328,474,28710
2020-05-04,IT,Italy,EURO,1389,210717,174,28884
2020-05-05,IT,Italy,EURO,1221,211938,195,29079
2020-05-06,IT,Italy,EURO,1075,213013,236,29315
2020-05-07,IT,Italy,EURO,1444,214457,369,29684
2020-05-08,IT,Italy,EURO,1401,215858,274,29958
2020-05-09,IT,Italy,EURO,1327,217185,243,30201
2020-05-10,IT,Italy,EURO,1083,218268,194,30395
2020-05-11,IT,Italy,EURO,802,219070,165,30560
2020-05-12,IT,Italy,EURO,744,219814,179,30739
2020-05-13,IT,Italy,EURO,1402,221216,172,30911
2020-05-14,IT,Italy,EURO,888,222104,195,31106
2020-05-15,IT,Italy,EURO,992,223096,262,31368
2020-05-16,IT,Italy,EURO,789,223885,242,31610
2020-05-17,IT,Italy,EURO,875,224760,153,31763
2020-05-18,IT,Italy,EURO,675,225435,145,31908
2020-05-19,IT,Italy,EURO,451,225886,99,32007
2020-05-20,IT,Italy,EURO,813,226699,162,32169
2020-05-21,IT,Italy,EURO,665,227364,161,32330
2020-05-22,IT,Italy,EURO,642,228006,156,32486
2020-05-23,IT,Italy,EURO,652,228658,130,32616
2020-05-24,IT,Italy,EURO,669,229327,119,32735
2020-05-25,IT,Italy,EURO,531,229858,50,32785
2020-05-26,IT,Italy,EURO,300,230158,92,32877
2020-05-27,IT,Italy,EURO,397,230555,78,32955
2020-05-28,IT,Italy,EURO,584,231139,117,33072
2020-05-29,IT,Italy,EURO,593,231732,70,33142
2020-05-30,IT,Italy,EURO,516,232248,87,33229
2020-05-31,IT,Italy,EURO,416,232664,111,33340
2020-06-01,IT,Italy,EURO,355,233019,75,33415
2020-06-02,IT,Italy,EURO,178,233197,60,33475
2020-06-03,IT,Italy,EURO,318,233515,55,33530
2020-06-04,IT,Italy,EURO,321,233836,71,33601
2020-06-05,IT,Italy,EURO,177,234013,88,33689
2020-06-06,IT,Italy,EURO,518,234531,85,33774
